
Epoch 1/20
----------------------------------------
  Batch 50: Loss=8.7524, Acc=0.0000
  Batch 250: Loss=3.1441, Acc=0.2830
  Batch 300: Loss=3.1200, Acc=0.2838
  Batch 350: Loss=3.1698, Acc=0.3279
  Batch 400: Loss=2.8376, Acc=0.3245
  Batch 450: Loss=2.9643, Acc=0.3302
  Batch 500: Loss=2.7255, Acc=0.3207
  Batch 550: Loss=3.5204, Acc=0.2722
  Batch 600: Loss=3.4540, Acc=0.3047
  Batch 650: Loss=3.2444, Acc=0.3502
  Batch 700: Loss=2.9926, Acc=0.2806
  Batch 750: Loss=3.1997, Acc=0.2859
  Batch 800: Loss=3.1513, Acc=0.3242
  Batch 850: Loss=3.0622, Acc=0.3030
  Batch 900: Loss=2.8110, Acc=0.3091
  Batch 950: Loss=3.2683, Acc=0.3514
  Batch 1000: Loss=3.4306, Acc=0.2900
  Batch 1050: Loss=3.0139, Acc=0.3307
  Batch 1100: Loss=2.8389, Acc=0.3212
  Batch 1150: Loss=3.0061, Acc=0.3358
  Batch 1200: Loss=2.7988, Acc=0.3290
  Batch 1250: Loss=2.8506, Acc=0.3316
  Batch 1300: Loss=2.7383, Acc=0.3060
  Batch 1350: Loss=3.3213, Acc=0.2946
  Batch 1400: Loss=2.8589, Acc=0.3039

  Train Loss: 3.0368, Train Acc: 0.3177
  Val Loss: 3.7214, Val Acc: 0.3192
  ✓ Saved best model (val_loss=3.7214)

Epoch 9/20
----------------------------------------
  Batch 50: Loss=3.4638, Acc=0.2936
  Batch 100: Loss=3.2942, Acc=0.3357
  Batch 150: Loss=2.7669, Acc=0.3609
  Batch 200: Loss=2.9572, Acc=0.3321
  Batch 250: Loss=3.5691, Acc=0.3123
  Batch 300: Loss=3.1289, Acc=0.3173
  Batch 350: Loss=2.6211, Acc=0.3842
  Batch 400: Loss=3.0465, Acc=0.3262
  Batch 450: Loss=2.8409, Acc=0.3023
  Batch 500: Loss=2.6480, Acc=0.3170
  Batch 550: Loss=2.7431, Acc=0.3511
  Batch 600: Loss=3.0026, Acc=0.3233
  Batch 650: Loss=2.8266, Acc=0.3541
  Batch 700: Loss=3.1354, Acc=0.3341
  Batch 750: Loss=3.0306, Acc=0.3122
  Batch 800: Loss=3.2832, Acc=0.3072
  Batch 850: Loss=2.7816, Acc=0.3363
  Batch 900: Loss=3.1343, Acc=0.3032
  Batch 950: Loss=2.5672, Acc=0.3518
  Batch 1000: Loss=3.0723, Acc=0.3364
  Batch 1050: Loss=2.8619, Acc=0.2999
  Batch 1100: Loss=2.6037, Acc=0.3625
  Batch 1150: Loss=2.5737, Acc=0.3652
  Batch 1200: Loss=2.6822, Acc=0.3469
  Batch 1250: Loss=3.5050, Acc=0.3383
  Batch 1300: Loss=3.1543, Acc=0.3349
  Batch 1350: Loss=3.1242, Acc=0.2934
  Batch 1400: Loss=2.6489, Acc=0.3403

  Train Loss: 2.9716, Train Acc: 0.3268
  Val Loss: 3.6378, Val Acc: 0.3281
  ✓ Saved best model (val_loss=3.6378)

Epoch 10/20
----------------------------------------
  Batch 50: Loss=2.9437, Acc=0.3111
  Batch 100: Loss=3.4593, Acc=0.3037
  Batch 150: Loss=3.3047, Acc=0.3208
  Batch 200: Loss=2.8500, Acc=0.3437
  Batch 250: Loss=2.7495, Acc=0.3696
  Batch 300: Loss=3.0947, Acc=0.3337
  Batch 350: Loss=3.2603, Acc=0.3170
  Batch 400: Loss=3.0712, Acc=0.3128
  Batch 450: Loss=2.6689, Acc=0.3491
  Batch 500: Loss=3.0286, Acc=0.3545
  Batch 550: Loss=3.1702, Acc=0.3283
  Batch 600: Loss=2.7499, Acc=0.3369
  Batch 650: Loss=3.1573, Acc=0.3081
  Batch 700: Loss=3.1340, Acc=0.3312
  Batch 750: Loss=2.8532, Acc=0.3474
  Batch 800: Loss=3.0304, Acc=0.3642
  Batch 850: Loss=3.0016, Acc=0.3299
  Batch 900: Loss=3.0758, Acc=0.3518
  Batch 950: Loss=2.9797, Acc=0.3198
  Batch 1000: Loss=2.9171, Acc=0.3447
  Batch 1050: Loss=3.0177, Acc=0.3554
  Batch 1100: Loss=3.2263, Acc=0.3209
  Batch 1150: Loss=2.7987, Acc=0.2956
  Batch 1200: Loss=3.0629, Acc=0.3539
  Batch 1250: Loss=3.0741, Acc=0.3349
  Batch 1300: Loss=2.8796, Acc=0.3333
  Batch 1350: Loss=2.8958, Acc=0.3639
  Batch 1400: Loss=2.9633, Acc=0.3052

  Train Loss: 2.9122, Train Acc: 0.3363
  Val Loss: 3.5593, Val Acc: 0.3387
  ✓ Saved best model (val_loss=3.5593)

Epoch 11/20
----------------------------------------
  Batch 50: Loss=2.4849, Acc=0.3506
  Batch 100: Loss=2.5924, Acc=0.4003
  Batch 150: Loss=3.3065, Acc=0.3233
  Batch 200: Loss=2.8785, Acc=0.3360
  Batch 250: Loss=2.9888, Acc=0.3494
  Batch 300: Loss=2.7364, Acc=0.3342
  Batch 350: Loss=2.5501, Acc=0.3812
  Batch 400: Loss=3.1584, Acc=0.3259
  Batch 450: Loss=2.5319, Acc=0.3727
  Batch 500: Loss=2.5806, Acc=0.3122
  Batch 550: Loss=2.8834, Acc=0.3308
  Batch 600: Loss=2.9955, Acc=0.3606
  Batch 650: Loss=3.2490, Acc=0.3099
  Batch 700: Loss=3.0710, Acc=0.3205
  Batch 750: Loss=2.7102, Acc=0.3092
  Batch 800: Loss=2.8954, Acc=0.3934
  Batch 850: Loss=2.9812, Acc=0.3369
  Batch 900: Loss=3.2796, Acc=0.3484
  Batch 950: Loss=2.3108, Acc=0.3492
  Batch 1000: Loss=2.6587, Acc=0.3651
  Batch 1050: Loss=3.0683, Acc=0.3629
  Batch 1100: Loss=2.7762, Acc=0.3286
  Batch 1150: Loss=2.5724, Acc=0.3284
  Batch 1200: Loss=3.2004, Acc=0.3534
  Batch 1250: Loss=2.9573, Acc=0.3392
  Batch 1300: Loss=2.5364, Acc=0.3612
  Batch 1350: Loss=2.7440, Acc=0.3681
  Batch 1400: Loss=2.7564, Acc=0.3387

  Train Loss: 2.8556, Train Acc: 0.3476
  Val Loss: 3.4864, Val Acc: 0.3477
  ✓ Saved best model (val_loss=3.4864)

Epoch 12/20
----------------------------------------
  Batch 50: Loss=2.8844, Acc=0.3277
  Batch 100: Loss=2.3941, Acc=0.3696
  Batch 150: Loss=2.6884, Acc=0.3782
  Batch 200: Loss=3.0689, Acc=0.3469
  Batch 250: Loss=3.4701, Acc=0.2676
  Batch 300: Loss=2.6848, Acc=0.3439
  Batch 350: Loss=3.2705, Acc=0.3664
  Batch 400: Loss=3.2568, Acc=0.3070
  Batch 450: Loss=3.1665, Acc=0.3263
  Batch 500: Loss=3.0662, Acc=0.3589
  Batch 550: Loss=2.4776, Acc=0.3912
  Batch 600: Loss=2.5887, Acc=0.3504
  Batch 650: Loss=2.4171, Acc=0.3692
  Batch 700: Loss=2.9061, Acc=0.3649
  Batch 750: Loss=3.3652, Acc=0.2894
  Batch 800: Loss=2.7179, Acc=0.3266
  Batch 850: Loss=3.2806, Acc=0.3241
  Batch 900: Loss=2.7104, Acc=0.3427
  Batch 950: Loss=2.5716, Acc=0.3893
  Batch 1000: Loss=2.7438, Acc=0.3990
  Batch 1050: Loss=3.3954, Acc=0.3098
  Batch 1100: Loss=2.8853, Acc=0.3643
  Batch 1150: Loss=3.0264, Acc=0.3443
  Batch 1200: Loss=2.3099, Acc=0.3912
  Batch 1250: Loss=2.7397, Acc=0.3727
  Batch 1300: Loss=2.7164, Acc=0.3292
  Batch 1350: Loss=2.9298, Acc=0.3753
  Batch 1400: Loss=3.1491, Acc=0.3441

  Train Loss: 2.8024, Train Acc: 0.3584
  Val Loss: 3.4142, Val Acc: 0.3581
  ✓ Saved best model (val_loss=3.4142)

Epoch 13/20
----------------------------------------
  Batch 50: Loss=2.4353, Acc=0.3661
  Batch 100: Loss=2.6096, Acc=0.3900
  Batch 150: Loss=2.7157, Acc=0.3510
  Batch 200: Loss=2.1886, Acc=0.3791
  Batch 250: Loss=2.7676, Acc=0.3381
  Batch 300: Loss=2.6657, Acc=0.4002
  Batch 350: Loss=2.7004, Acc=0.3351
  Batch 400: Loss=2.7866, Acc=0.3460
  Batch 450: Loss=2.5776, Acc=0.3808
  Batch 500: Loss=3.3075, Acc=0.3418
  Batch 550: Loss=3.1919, Acc=0.3497
  Batch 600: Loss=3.0136, Acc=0.3388
  Batch 650: Loss=2.8942, Acc=0.3938
  Batch 700: Loss=2.5255, Acc=0.4101
  Batch 750: Loss=2.7757, Acc=0.3429
  Batch 800: Loss=2.7044, Acc=0.4039
  Batch 850: Loss=2.8441, Acc=0.3320
  Batch 900: Loss=3.0639, Acc=0.3627
  Batch 950: Loss=2.7400, Acc=0.3923
  Batch 1000: Loss=2.2117, Acc=0.3914
  Batch 1050: Loss=2.7743, Acc=0.3797
  Batch 1100: Loss=2.3997, Acc=0.3853
  Batch 1150: Loss=2.5864, Acc=0.3832
  Batch 1200: Loss=3.4405, Acc=0.3360
  Batch 1250: Loss=2.3278, Acc=0.4170
  Batch 1300: Loss=2.7930, Acc=0.3735
  Batch 1350: Loss=2.9902, Acc=0.3793
  Batch 1400: Loss=2.8323, Acc=0.3739

  Train Loss: 2.7532, Train Acc: 0.3690
  Val Loss: 3.3481, Val Acc: 0.3674
  ✓ Saved best model (val_loss=3.3481)

Epoch 14/20
----------------------------------------
  Batch 50: Loss=2.5859, Acc=0.4081
  Batch 100: Loss=2.6356, Acc=0.3669
  Batch 150: Loss=2.9330, Acc=0.3471
  Batch 200: Loss=3.0271, Acc=0.3447
  Batch 250: Loss=2.1629, Acc=0.3790
  Batch 300: Loss=2.5539, Acc=0.3981
  Batch 350: Loss=2.9962, Acc=0.3813
  Batch 400: Loss=2.4792, Acc=0.3640
  Batch 450: Loss=2.9039, Acc=0.3409
  Batch 500: Loss=3.1883, Acc=0.3150
  Batch 550: Loss=2.9306, Acc=0.3763
  Batch 600: Loss=2.0211, Acc=0.4110
  Batch 650: Loss=3.1945, Acc=0.3593
  Batch 700: Loss=2.8655, Acc=0.3542
  Batch 750: Loss=3.2982, Acc=0.3556
  Batch 800: Loss=2.3891, Acc=0.3748
  Batch 850: Loss=2.8500, Acc=0.3736
  Batch 900: Loss=2.9532, Acc=0.3499
  Batch 950: Loss=2.6341, Acc=0.3560
  Batch 1000: Loss=3.0640, Acc=0.3615
  Batch 1050: Loss=2.5707, Acc=0.3533
  Batch 1100: Loss=3.1183, Acc=0.3191
  Batch 1150: Loss=2.6554, Acc=0.3816
  Batch 1200: Loss=3.0325, Acc=0.3728
  Batch 1250: Loss=2.7162, Acc=0.3919
  Batch 1300: Loss=2.6005, Acc=0.4390
  Batch 1350: Loss=2.7781, Acc=0.3635
  Batch 1400: Loss=3.1340, Acc=0.3705

  Train Loss: 2.7070, Train Acc: 0.3795
  Val Loss: 3.2841, Val Acc: 0.3749
  ✓ Saved best model (val_loss=3.2841)

Epoch 15/20
----------------------------------------
  Batch 50: Loss=2.4358, Acc=0.4083
  Batch 100: Loss=3.0599, Acc=0.3786
  Batch 150: Loss=2.9927, Acc=0.4204
  Batch 200: Loss=2.2172, Acc=0.3919
  Batch 250: Loss=2.2641, Acc=0.4451
  Batch 300: Loss=2.5438, Acc=0.3750
  Batch 350: Loss=2.5141, Acc=0.4056
  Batch 400: Loss=2.5867, Acc=0.3799
  Batch 450: Loss=2.7700, Acc=0.3858
  Batch 500: Loss=2.2809, Acc=0.3883
  Batch 550: Loss=2.5797, Acc=0.3539
  Batch 600: Loss=3.1151, Acc=0.4039
  Batch 650: Loss=2.8536, Acc=0.3841
  Batch 700: Loss=2.5676, Acc=0.4134
  Batch 750: Loss=2.3364, Acc=0.3711
  Batch 800: Loss=2.7643, Acc=0.3605
  Batch 850: Loss=2.3933, Acc=0.4430
  Batch 900: Loss=3.0333, Acc=0.4048
  Batch 950: Loss=2.8567, Acc=0.3944
  Batch 1000: Loss=2.3748, Acc=0.4046
  Batch 1050: Loss=2.1385, Acc=0.3842
  Batch 1100: Loss=2.8194, Acc=0.3693
  Batch 1150: Loss=3.5719, Acc=0.3501
  Batch 1200: Loss=2.7837, Acc=0.3695
  Batch 1250: Loss=2.6338, Acc=0.4510
  Batch 1300: Loss=2.7365, Acc=0.3580
  Batch 1350: Loss=2.6744, Acc=0.4189
  Batch 1400: Loss=2.3669, Acc=0.4354

  Train Loss: 2.6638, Train Acc: 0.3886
  Val Loss: 3.2261, Val Acc: 0.3841
  ✓ Saved best model (val_loss=3.2261)

Epoch 16/20
----------------------------------------
  Batch 50: Loss=2.6820, Acc=0.4020
  Batch 100: Loss=2.5484, Acc=0.3710
  Batch 150: Loss=2.4685, Acc=0.3946
  Batch 200: Loss=3.0122, Acc=0.3416
  Batch 250: Loss=2.4741, Acc=0.4163
  Batch 300: Loss=2.0261, Acc=0.3890
  Batch 350: Loss=2.6942, Acc=0.4250
  Batch 400: Loss=2.4656, Acc=0.3943
  Batch 450: Loss=2.4683, Acc=0.3696
  Batch 500: Loss=2.6103, Acc=0.4120
  Batch 550: Loss=2.5785, Acc=0.3470
  Batch 600: Loss=2.4692, Acc=0.4011
  Batch 650: Loss=2.2794, Acc=0.4366
  Batch 700: Loss=2.5697, Acc=0.4176
  Batch 750: Loss=2.0021, Acc=0.4175
  Batch 800: Loss=2.6279, Acc=0.4433
  Batch 850: Loss=2.2849, Acc=0.4453
  Batch 900: Loss=2.6212, Acc=0.3886
  Batch 950: Loss=2.6674, Acc=0.4047
  Batch 1000: Loss=2.5799, Acc=0.4097
  Batch 1050: Loss=2.9995, Acc=0.3863
  Batch 1100: Loss=2.5309, Acc=0.4433
  Batch 1150: Loss=2.8333, Acc=0.3577
  Batch 1200: Loss=2.8223, Acc=0.4083
  Batch 1250: Loss=2.5148, Acc=0.3974
  Batch 1300: Loss=2.6794, Acc=0.3604
  Batch 1350: Loss=2.8906, Acc=0.4140
  Batch 1400: Loss=3.0877, Acc=0.3950

  Train Loss: 2.6228, Train Acc: 0.3982
  Val Loss: 3.1705, Val Acc: 0.3926
  ✓ Saved best model (val_loss=3.1705)

Epoch 17/20
----------------------------------------
  Batch 50: Loss=2.3883, Acc=0.4214
  Batch 100: Loss=2.8514, Acc=0.4242
  Batch 150: Loss=2.6065, Acc=0.3943
  Batch 200: Loss=2.5494, Acc=0.4111
  Batch 250: Loss=2.6370, Acc=0.3672
  Batch 300: Loss=2.4263, Acc=0.3779
  Batch 350: Loss=2.8061, Acc=0.4250
  Batch 400: Loss=2.4184, Acc=0.4433
  Batch 450: Loss=2.5110, Acc=0.4456
  Batch 500: Loss=2.5361, Acc=0.3720
  Batch 550: Loss=2.3001, Acc=0.4150
  Batch 600: Loss=2.5951, Acc=0.4367
  Batch 650: Loss=2.5370, Acc=0.4005
  Batch 700: Loss=2.5245, Acc=0.4247
  Batch 750: Loss=2.2740, Acc=0.4142
  Batch 800: Loss=2.5309, Acc=0.4149
  Batch 850: Loss=2.3267, Acc=0.4270
  Batch 900: Loss=2.2943, Acc=0.4213
  Batch 950: Loss=2.4149, Acc=0.3919
  Batch 1000: Loss=2.2107, Acc=0.4542
  Batch 1050: Loss=2.5472, Acc=0.4263
  Batch 1100: Loss=2.7575, Acc=0.4087
  Batch 1150: Loss=2.7430, Acc=0.3958
  Batch 1200: Loss=2.7039, Acc=0.4199
  Batch 1250: Loss=2.3191, Acc=0.4251
  Batch 1300: Loss=2.4806, Acc=0.4171
  Batch 1350: Loss=2.0664, Acc=0.3985
  Batch 1400: Loss=2.8225, Acc=0.3990

  Train Loss: 2.5846, Train Acc: 0.4072
  Val Loss: 3.1129, Val Acc: 0.4010
  ✓ Saved best model (val_loss=3.1129)

Epoch 18/20
----------------------------------------
  Batch 50: Loss=3.0749, Acc=0.3778
  Batch 100: Loss=2.6079, Acc=0.4275
  Batch 150: Loss=2.7926, Acc=0.4357
  Batch 200: Loss=2.8182, Acc=0.4105
  Batch 250: Loss=2.6799, Acc=0.3983
  Batch 300: Loss=3.0707, Acc=0.3346
  Batch 350: Loss=2.2166, Acc=0.4204
  Batch 400: Loss=2.2359, Acc=0.4461
  Batch 450: Loss=1.9262, Acc=0.4815
  Batch 500: Loss=2.9436, Acc=0.3919
  Batch 550: Loss=2.2105, Acc=0.4191
  Batch 600: Loss=2.2828, Acc=0.4629
  Batch 650: Loss=2.1458, Acc=0.4056
