
Epoch 1/30
----------------------------------------
  Batch 50: Loss=8.8069, Acc=0.0000
  Batch 850: Loss=5.2046, Acc=0.2247
  Batch 900: Loss=5.2262, Acc=0.2300
  Batch 950: Loss=5.0918, Acc=0.2218
  Batch 1000: Loss=5.1794, Acc=0.2266
  Batch 1050: Loss=5.0617, Acc=0.2184
  Batch 1100: Loss=4.9981, Acc=0.2294
  Batch 1150: Loss=5.1371, Acc=0.2020
  Batch 1200: Loss=4.8308, Acc=0.2244
  Batch 1250: Loss=5.1072, Acc=0.2252
  Batch 1300: Loss=4.8572, Acc=0.2288
  Batch 1350: Loss=5.2863, Acc=0.2062
  Batch 1400: Loss=4.8333, Acc=0.2426

  Train Loss: 5.4028, Train Acc: 0.1862
  Val Loss: 4.8639, Val Acc: 0.2387
  ✓ Saved best model (val_loss=4.8639)

Epoch 3/30
----------------------------------------
  Batch 50: Loss=4.8436, Acc=0.2480
  Batch 100: Loss=4.8172, Acc=0.2353
  Batch 150: Loss=4.9432, Acc=0.2428
  Batch 200: Loss=5.0348, Acc=0.2299
  Batch 250: Loss=4.9621, Acc=0.2305
  Batch 300: Loss=4.7229, Acc=0.2500
  Batch 350: Loss=4.6738, Acc=0.2571
  Batch 400: Loss=4.7139, Acc=0.2675
  Batch 450: Loss=4.7656, Acc=0.2788
  Batch 500: Loss=4.6137, Acc=0.2531
  Batch 550: Loss=4.7605, Acc=0.2251
  Batch 600: Loss=4.6891, Acc=0.2301
  Batch 650: Loss=4.8795, Acc=0.2493
  Batch 700: Loss=4.5868, Acc=0.2809
  Batch 750: Loss=4.6697, Acc=0.2612
  Batch 800: Loss=4.5480, Acc=0.2429
  Batch 850: Loss=4.7402, Acc=0.2475
  Batch 900: Loss=4.5725, Acc=0.2794
  Batch 950: Loss=4.2634, Acc=0.2629
  Batch 1000: Loss=4.3235, Acc=0.2547
  Batch 1050: Loss=4.6884, Acc=0.2648
  Batch 1100: Loss=4.4528, Acc=0.2743
  Batch 1150: Loss=4.3738, Acc=0.2629
  Batch 1200: Loss=4.4821, Acc=0.2852
  Batch 1250: Loss=4.7171, Acc=0.2484
  Batch 1300: Loss=4.4548, Acc=0.2570
  Batch 1350: Loss=4.3009, Acc=0.2742
  Batch 1400: Loss=4.1056, Acc=0.2722

  Train Loss: 4.6548, Train Acc: 0.2537
  Val Loss: 4.3560, Val Acc: 0.2729
  ✓ Saved best model (val_loss=4.3560)

Epoch 4/30
----------------------------------------
  Batch 50: Loss=4.4475, Acc=0.2695
  Batch 100: Loss=4.3999, Acc=0.2568
  Batch 150: Loss=4.4684, Acc=0.2437
  Batch 200: Loss=4.4762, Acc=0.2744
  Batch 250: Loss=4.5718, Acc=0.2526
  Batch 300: Loss=4.4326, Acc=0.2325
  Batch 350: Loss=4.4533, Acc=0.2429
  Batch 400: Loss=4.2297, Acc=0.2792
  Batch 450: Loss=4.5104, Acc=0.2857
  Batch 500: Loss=4.2878, Acc=0.2970
  Batch 550: Loss=4.2491, Acc=0.2937
  Batch 600: Loss=4.2170, Acc=0.3037
  Batch 650: Loss=4.2733, Acc=0.2736
  Batch 700: Loss=4.2863, Acc=0.2765
  Batch 750: Loss=4.3763, Acc=0.2779
  Batch 800: Loss=4.3020, Acc=0.2740
  Batch 850: Loss=4.3399, Acc=0.2751
  Batch 900: Loss=4.1213, Acc=0.2692
  Batch 950: Loss=4.3733, Acc=0.2545
  Batch 1000: Loss=4.3615, Acc=0.2852
  Batch 1050: Loss=4.1937, Acc=0.2787
  Batch 1100: Loss=4.4402, Acc=0.2379
  Batch 1150: Loss=4.2852, Acc=0.2715
  Batch 1200: Loss=4.1750, Acc=0.2906
  Batch 1250: Loss=4.2742, Acc=0.3007
  Batch 1300: Loss=3.8956, Acc=0.2877
  Batch 1350: Loss=4.3026, Acc=0.2831
  Batch 1400: Loss=4.0128, Acc=0.2877

  Train Loss: 4.2960, Train Acc: 0.2739
  Val Loss: 4.1143, Val Acc: 0.2865
  ✓ Saved best model (val_loss=4.1143)

Epoch 5/30
----------------------------------------
  Batch 50: Loss=4.2785, Acc=0.2899
  Batch 100: Loss=4.1787, Acc=0.2920
  Batch 150: Loss=4.1032, Acc=0.2726
  Batch 200: Loss=4.1737, Acc=0.3124
  Batch 250: Loss=4.2283, Acc=0.2874
  Batch 300: Loss=4.3090, Acc=0.2706
  Batch 350: Loss=4.1582, Acc=0.2887
  Batch 400: Loss=3.9906, Acc=0.2975
  Batch 450: Loss=4.0287, Acc=0.2977
  Batch 500: Loss=4.0854, Acc=0.2708
  Batch 550: Loss=4.1137, Acc=0.3093
  Batch 600: Loss=4.0205, Acc=0.3024
  Batch 650: Loss=3.8693, Acc=0.2911
  Batch 700: Loss=4.2912, Acc=0.2652
  Batch 750: Loss=3.7232, Acc=0.3003
  Batch 800: Loss=3.9111, Acc=0.2931
  Batch 850: Loss=4.0716, Acc=0.2692
  Batch 900: Loss=4.0908, Acc=0.2840
  Batch 950: Loss=4.1242, Acc=0.2890
  Batch 1000: Loss=4.2494, Acc=0.2884
  Batch 1050: Loss=4.1131, Acc=0.2921
  Batch 1100: Loss=4.0651, Acc=0.2655
  Batch 1150: Loss=4.1098, Acc=0.2621
  Batch 1200: Loss=4.0144, Acc=0.2846
  Batch 1250: Loss=4.0848, Acc=0.2948
  Batch 1300: Loss=3.8165, Acc=0.3068
  Batch 1350: Loss=3.9600, Acc=0.2937
  Batch 1400: Loss=3.8984, Acc=0.3013

  Train Loss: 4.0968, Train Acc: 0.2855
  Val Loss: 3.9610, Val Acc: 0.2997
  ✓ Saved best model (val_loss=3.9610)

Epoch 6/30
----------------------------------------
  Batch 50: Loss=3.7020, Acc=0.2905
  Batch 100: Loss=4.0839, Acc=0.2842
  Batch 150: Loss=3.8198, Acc=0.3202
  Batch 200: Loss=3.8857, Acc=0.3316
  Batch 250: Loss=3.9755, Acc=0.2832
  Batch 300: Loss=3.6080, Acc=0.3468
  Batch 350: Loss=4.3157, Acc=0.3001
  Batch 400: Loss=3.9921, Acc=0.2720
  Batch 450: Loss=4.0638, Acc=0.2870
  Batch 500: Loss=3.8117, Acc=0.3065
  Batch 550: Loss=4.2197, Acc=0.2918
  Batch 600: Loss=4.0395, Acc=0.2642
  Batch 650: Loss=3.8348, Acc=0.3062
  Batch 700: Loss=3.6452, Acc=0.3320
  Batch 750: Loss=4.2156, Acc=0.3011
  Batch 800: Loss=4.2906, Acc=0.2707
  Batch 850: Loss=4.0446, Acc=0.2616
  Batch 900: Loss=3.7360, Acc=0.3177
  Batch 950: Loss=4.0722, Acc=0.2711
  Batch 1000: Loss=3.5075, Acc=0.3306
  Batch 1050: Loss=3.9529, Acc=0.2960
  Batch 1100: Loss=4.1057, Acc=0.2934
  Batch 1150: Loss=4.1817, Acc=0.2937
  Batch 1200: Loss=3.7089, Acc=0.3112
  Batch 1250: Loss=3.7801, Acc=0.2818
  Batch 1300: Loss=4.2427, Acc=0.2643
  Batch 1350: Loss=3.6718, Acc=0.3216
  Batch 1400: Loss=3.8320, Acc=0.3038

  Train Loss: 3.9605, Train Acc: 0.2948
  Val Loss: 3.8437, Val Acc: 0.3084
  ✓ Saved best model (val_loss=3.8437)

Epoch 7/30
----------------------------------------
  Batch 50: Loss=3.5977, Acc=0.3254
  Batch 100: Loss=3.7907, Acc=0.3051
  Batch 150: Loss=3.5540, Acc=0.3155
  Batch 200: Loss=3.9026, Acc=0.3282
  Batch 250: Loss=4.0180, Acc=0.2784
  Batch 300: Loss=3.7628, Acc=0.3102
  Batch 350: Loss=3.6928, Acc=0.3028
  Batch 400: Loss=3.8927, Acc=0.3305
  Batch 450: Loss=4.3570, Acc=0.2710
  Batch 500: Loss=3.6809, Acc=0.3545
  Batch 550: Loss=4.0812, Acc=0.2994
  Batch 600: Loss=3.9883, Acc=0.2839
  Batch 650: Loss=3.9542, Acc=0.2943
  Batch 700: Loss=3.8413, Acc=0.3137
  Batch 750: Loss=3.9305, Acc=0.2615
  Batch 800: Loss=4.0067, Acc=0.2815
  Batch 850: Loss=3.5318, Acc=0.3058
  Batch 900: Loss=3.7220, Acc=0.3308
  Batch 950: Loss=3.7269, Acc=0.2995
  Batch 1000: Loss=3.8442, Acc=0.3271
  Batch 1050: Loss=3.9893, Acc=0.2914
  Batch 1100: Loss=3.6983, Acc=0.3096
  Batch 1150: Loss=3.7995, Acc=0.3092
  Batch 1200: Loss=4.2299, Acc=0.2774
  Batch 1250: Loss=3.9432, Acc=0.3284
  Batch 1300: Loss=4.2188, Acc=0.2491
  Batch 1350: Loss=4.1719, Acc=0.2892
  Batch 1400: Loss=3.6473, Acc=0.3233

  Train Loss: 3.8469, Train Acc: 0.3020
  Val Loss: 3.7369, Val Acc: 0.3190
  ✓ Saved best model (val_loss=3.7369)

Epoch 8/30
----------------------------------------
  Batch 50: Loss=3.7857, Acc=0.3467
  Batch 100: Loss=3.7577, Acc=0.2756
  Batch 150: Loss=3.9450, Acc=0.2837
  Batch 200: Loss=3.7911, Acc=0.2908
  Batch 250: Loss=4.2529, Acc=0.2597
  Batch 300: Loss=3.7680, Acc=0.3144
  Batch 350: Loss=4.0038, Acc=0.3143
  Batch 400: Loss=3.7472, Acc=0.3216
  Batch 450: Loss=3.7415, Acc=0.3276
  Batch 500: Loss=3.4901, Acc=0.2870
  Batch 550: Loss=3.9782, Acc=0.2645
  Batch 600: Loss=3.6431, Acc=0.2972
  Batch 650: Loss=3.5588, Acc=0.3278
  Batch 700: Loss=3.7556, Acc=0.2991
  Batch 750: Loss=3.5388, Acc=0.3014
  Batch 800: Loss=3.3378, Acc=0.3502
  Batch 850: Loss=3.7003, Acc=0.3299
  Batch 900: Loss=4.1532, Acc=0.2650
  Batch 950: Loss=3.7199, Acc=0.2984
  Batch 1000: Loss=3.7541, Acc=0.3014
  Batch 1050: Loss=3.6383, Acc=0.3311
  Batch 1100: Loss=3.9778, Acc=0.3104
  Batch 1150: Loss=3.3346, Acc=0.3491
  Batch 1200: Loss=3.5289, Acc=0.3181
  Batch 1250: Loss=3.6477, Acc=0.3148
  Batch 1300: Loss=3.8986, Acc=0.2728
  Batch 1350: Loss=3.7495, Acc=0.2893
  Batch 1400: Loss=4.0033, Acc=0.2820

  Train Loss: 3.7443, Train Acc: 0.3106
  Val Loss: 3.6332, Val Acc: 0.3279
  ✓ Saved best model (val_loss=3.6332)

Epoch 9/30
----------------------------------------
  Batch 50: Loss=3.4733, Acc=0.3489
  Batch 100: Loss=3.4315, Acc=0.3652
  Batch 150: Loss=3.8219, Acc=0.3149
  Batch 200: Loss=3.9045, Acc=0.3004
  Batch 250: Loss=3.4230, Acc=0.3459
  Batch 300: Loss=3.7123, Acc=0.2914
  Batch 350: Loss=3.2257, Acc=0.3352
  Batch 400: Loss=3.6707, Acc=0.3070
  Batch 450: Loss=4.2028, Acc=0.2936
  Batch 500: Loss=3.3116, Acc=0.3574
  Batch 550: Loss=3.6440, Acc=0.3482
  Batch 600: Loss=3.6141, Acc=0.3295
  Batch 650: Loss=3.4109, Acc=0.3389
  Batch 700: Loss=3.5459, Acc=0.3189
  Batch 750: Loss=3.3621, Acc=0.3483
  Batch 800: Loss=3.7620, Acc=0.2887
  Batch 850: Loss=3.2718, Acc=0.3628
  Batch 900: Loss=3.9936, Acc=0.2940
  Batch 950: Loss=3.7698, Acc=0.2938
  Batch 1000: Loss=3.5108, Acc=0.3588
  Batch 1050: Loss=4.0420, Acc=0.2909
  Batch 1100: Loss=3.4035, Acc=0.3299
  Batch 1150: Loss=3.4180, Acc=0.3589
  Batch 1200: Loss=3.9867, Acc=0.3025
  Batch 1250: Loss=3.4709, Acc=0.3475
  Batch 1300: Loss=3.6297, Acc=0.3481
  Batch 1350: Loss=3.8441, Acc=0.3026
  Batch 1400: Loss=3.9622, Acc=0.2825

  Train Loss: 3.6459, Train Acc: 0.3196
  Val Loss: 3.5356, Val Acc: 0.3436
  ✓ Saved best model (val_loss=3.5356)

Epoch 10/30
----------------------------------------
  Batch 50: Loss=3.8283, Acc=0.3087
  Batch 100: Loss=3.3535, Acc=0.3826
  Batch 150: Loss=3.5597, Acc=0.3312
  Batch 200: Loss=3.3886, Acc=0.3495
  Batch 250: Loss=3.3825, Acc=0.3629
  Batch 300: Loss=3.5918, Acc=0.3036
  Batch 350: Loss=3.7081, Acc=0.3141
  Batch 400: Loss=3.7912, Acc=0.3579
  Batch 450: Loss=3.8050, Acc=0.3007
  Batch 500: Loss=3.6076, Acc=0.3277
  Batch 550: Loss=3.3398, Acc=0.3568
  Batch 600: Loss=3.5065, Acc=0.3357
  Batch 650: Loss=3.3733, Acc=0.3333
  Batch 700: Loss=3.8721, Acc=0.3071
  Batch 750: Loss=3.4491, Acc=0.3494
  Batch 800: Loss=3.3218, Acc=0.3598
  Batch 850: Loss=3.4663, Acc=0.3287
  Batch 900: Loss=3.8594, Acc=0.3361
  Batch 950: Loss=3.4884, Acc=0.3465
  Batch 1000: Loss=3.3360, Acc=0.3541
  Batch 1050: Loss=3.4579, Acc=0.3523
  Batch 1100: Loss=3.5598, Acc=0.3258
  Batch 1150: Loss=3.5073, Acc=0.3304
  Batch 1200: Loss=3.4643, Acc=0.3227
  Batch 1250: Loss=3.4712, Acc=0.3447
  Batch 1300: Loss=3.6023, Acc=0.3632
  Batch 1350: Loss=3.8214, Acc=0.2978
  Batch 1400: Loss=3.2819, Acc=0.3695

  Train Loss: 3.5544, Train Acc: 0.3307
  Val Loss: 3.4392, Val Acc: 0.3584
  ✓ Saved best model (val_loss=3.4392)

Epoch 11/30
----------------------------------------
  Batch 50: Loss=3.8741, Acc=0.3149
  Batch 100: Loss=3.3679, Acc=0.3480
  Batch 150: Loss=3.3711, Acc=0.3426
  Batch 200: Loss=3.8771, Acc=0.2979
  Batch 250: Loss=3.1132, Acc=0.3866
  Batch 300: Loss=3.6188, Acc=0.3253
  Batch 350: Loss=3.5756, Acc=0.3210
  Batch 400: Loss=3.3731, Acc=0.3467
  Batch 450: Loss=3.1733, Acc=0.3450
  Batch 500: Loss=3.8669, Acc=0.3084
  Batch 550: Loss=3.5764, Acc=0.3800
  Batch 600: Loss=3.5570, Acc=0.3383
  Batch 650: Loss=3.5649, Acc=0.3514
  Batch 700: Loss=3.3552, Acc=0.3668
  Batch 750: Loss=3.5637, Acc=0.3667
  Batch 800: Loss=3.3725, Acc=0.3263
  Batch 850: Loss=3.3397, Acc=0.3573
  Batch 900: Loss=3.4376, Acc=0.3301
  Batch 950: Loss=3.5979, Acc=0.3414
  Batch 1000: Loss=3.4933, Acc=0.3494
  Batch 1050: Loss=3.3920, Acc=0.3604
  Batch 1100: Loss=3.5726, Acc=0.3616
  Batch 1150: Loss=3.2455, Acc=0.3625
  Batch 1200: Loss=3.5641, Acc=0.3520
  Batch 1250: Loss=3.7649, Acc=0.3053
  Batch 1300: Loss=3.3885, Acc=0.3628
  Batch 1350: Loss=3.4014, Acc=0.3387
  Batch 1400: Loss=3.7593, Acc=0.3443

  Train Loss: 3.4658, Train Acc: 0.3426
  Val Loss: 3.3504, Val Acc: 0.3719
  ✓ Saved best model (val_loss=3.3504)

Epoch 12/30
----------------------------------------
  Batch 50: Loss=3.1019, Acc=0.3794
  Batch 100: Loss=3.5524, Acc=0.3478
  Batch 150: Loss=3.2916, Acc=0.3543
  Batch 200: Loss=3.2476, Acc=0.3923
  Batch 250: Loss=3.3378, Acc=0.3666
  Batch 300: Loss=3.4287, Acc=0.3390
  Batch 350: Loss=3.5522, Acc=0.3248
  Batch 400: Loss=3.3829, Acc=0.3246
  Batch 450: Loss=3.2735, Acc=0.3338
  Batch 500: Loss=3.0191, Acc=0.3817
  Batch 550: Loss=3.4219, Acc=0.3452
  Batch 600: Loss=3.1774, Acc=0.3636
  Batch 650: Loss=3.6338, Acc=0.3268
  Batch 700: Loss=3.4535, Acc=0.3467
  Batch 750: Loss=3.2964, Acc=0.3357
  Batch 800: Loss=3.6602, Acc=0.3245
  Batch 850: Loss=3.4610, Acc=0.3571
  Batch 900: Loss=3.3459, Acc=0.3533
  Batch 950: Loss=3.4878, Acc=0.3482
  Batch 1000: Loss=3.2196, Acc=0.3769
  Batch 1050: Loss=3.6593, Acc=0.3330
  Batch 1100: Loss=3.4260, Acc=0.3595
  Batch 1150: Loss=3.4740, Acc=0.3498
  Batch 1200: Loss=3.1712, Acc=0.3746
  Batch 1250: Loss=3.6665, Acc=0.3354
  Batch 1300: Loss=3.2770, Acc=0.3503
  Batch 1350: Loss=3.3877, Acc=0.3607
  Batch 1400: Loss=3.3368, Acc=0.3761

  Train Loss: 3.3849, Train Acc: 0.3532
  Val Loss: 3.2637, Val Acc: 0.3847
  ✓ Saved best model (val_loss=3.2637)

Epoch 13/30
----------------------------------------
  Batch 50: Loss=3.1414, Acc=0.3609
  Batch 100: Loss=3.3666, Acc=0.3554
  Batch 150: Loss=3.4124, Acc=0.3373
  Batch 200: Loss=3.6387, Acc=0.3244
  Batch 250: Loss=3.2932, Acc=0.3750
  Batch 300: Loss=3.6876, Acc=0.3403
  Batch 350: Loss=3.0875, Acc=0.3787
  Batch 400: Loss=3.5693, Acc=0.3473
  Batch 450: Loss=3.3563, Acc=0.3632
  Batch 500: Loss=3.2838, Acc=0.3880
  Batch 550: Loss=3.5124, Acc=0.3333
  Batch 600: Loss=2.9552, Acc=0.3997
  Batch 650: Loss=3.4968, Acc=0.3603
  Batch 700: Loss=3.0360, Acc=0.3921
  Batch 750: Loss=3.1267, Acc=0.3794
  Batch 800: Loss=3.5671, Acc=0.3467
  Batch 850: Loss=3.1245, Acc=0.3698
  Batch 900: Loss=2.9179, Acc=0.4118
  Batch 950: Loss=3.2401, Acc=0.3929
  Batch 1000: Loss=3.3536, Acc=0.3370
  Batch 1050: Loss=3.2396, Acc=0.3899
  Batch 1100: Loss=3.2422, Acc=0.3480
  Batch 1150: Loss=3.4505, Acc=0.3398
  Batch 1200: Loss=3.1030, Acc=0.3839
  Batch 1250: Loss=3.6786, Acc=0.3151
  Batch 1300: Loss=3.7932, Acc=0.3221
  Batch 1350: Loss=3.2654, Acc=0.4138
  Batch 1400: Loss=3.4350, Acc=0.3800

  Train Loss: 3.3077, Train Acc: 0.3638
  Val Loss: 3.1816, Val Acc: 0.3972
  ✓ Saved best model (val_loss=3.1816)

Epoch 14/30
----------------------------------------
  Batch 50: Loss=3.5578, Acc=0.3629
  Batch 100: Loss=3.2652, Acc=0.3717
  Batch 150: Loss=3.5940, Acc=0.3649
  Batch 200: Loss=3.0772, Acc=0.3738
  Batch 250: Loss=3.4315, Acc=0.3333
  Batch 300: Loss=3.3625, Acc=0.3295
  Batch 350: Loss=2.9378, Acc=0.4068
  Batch 400: Loss=3.2815, Acc=0.3624
  Batch 450: Loss=3.1129, Acc=0.4039
  Batch 500: Loss=3.3220, Acc=0.3522
  Batch 550: Loss=3.4091, Acc=0.3752
  Batch 600: Loss=3.0186, Acc=0.3974
  Batch 650: Loss=3.1519, Acc=0.3644
  Batch 700: Loss=3.1264, Acc=0.3510
  Batch 750: Loss=3.1136, Acc=0.3943
  Batch 800: Loss=2.9753, Acc=0.3848
  Batch 850: Loss=3.4956, Acc=0.3134
  Batch 900: Loss=3.0699, Acc=0.3736
  Batch 950: Loss=3.3824, Acc=0.3257
  Batch 1000: Loss=3.2900, Acc=0.3724
  Batch 1050: Loss=3.5199, Acc=0.3243
  Batch 1100: Loss=3.4833, Acc=0.3437
  Batch 1150: Loss=3.4357, Acc=0.3463
  Batch 1200: Loss=3.1821, Acc=0.3729
  Batch 1250: Loss=2.9573, Acc=0.4220
  Batch 1300: Loss=3.3767, Acc=0.3577
  Batch 1350: Loss=3.2709, Acc=0.4038
  Batch 1400: Loss=3.2334, Acc=0.3680

  Train Loss: 3.2349, Train Acc: 0.3743
  Val Loss: 3.0997, Val Acc: 0.4097
  ✓ Saved best model (val_loss=3.0997)

Epoch 15/30
----------------------------------------
  Batch 50: Loss=3.0850, Acc=0.3848
  Batch 100: Loss=3.3239, Acc=0.3577
  Batch 150: Loss=3.1250, Acc=0.4003
  Batch 200: Loss=3.1287, Acc=0.3946
  Batch 250: Loss=3.1795, Acc=0.3491
  Batch 300: Loss=3.0972, Acc=0.3963
  Batch 350: Loss=3.5940, Acc=0.3622
  Batch 400: Loss=2.8713, Acc=0.4383
  Batch 450: Loss=3.1783, Acc=0.3584
  Batch 500: Loss=3.3461, Acc=0.3712
  Batch 550: Loss=3.2159, Acc=0.3898
  Batch 600: Loss=3.2613, Acc=0.3932
  Batch 650: Loss=3.3328, Acc=0.3620
  Batch 700: Loss=3.3311, Acc=0.3380
  Batch 750: Loss=3.4001, Acc=0.3664
  Batch 800: Loss=2.7308, Acc=0.4030
  Batch 850: Loss=3.2722, Acc=0.3652
  Batch 900: Loss=3.0646, Acc=0.3594
  Batch 950: Loss=3.3332, Acc=0.3753
  Batch 1000: Loss=3.2731, Acc=0.3970
  Batch 1050: Loss=2.7529, Acc=0.4363
  Batch 1100: Loss=2.8889, Acc=0.4116
  Batch 1150: Loss=3.1806, Acc=0.4014
  Batch 1200: Loss=3.3842, Acc=0.3682
  Batch 1250: Loss=3.0197, Acc=0.3981
  Batch 1300: Loss=3.1668, Acc=0.3759
  Batch 1350: Loss=3.2000, Acc=0.3517
  Batch 1400: Loss=3.1523, Acc=0.3973

  Train Loss: 3.1660, Train Acc: 0.3849
  Val Loss: 3.0130, Val Acc: 0.4243
  ✓ Saved best model (val_loss=3.0130)

Epoch 16/30
----------------------------------------
  Batch 50: Loss=3.0426, Acc=0.3938
  Batch 100: Loss=3.0835, Acc=0.3898
  Batch 150: Loss=3.0469, Acc=0.3861
  Batch 200: Loss=2.7373, Acc=0.4499
  Batch 250: Loss=3.2194, Acc=0.3765
  Batch 300: Loss=3.1739, Acc=0.4207
  Batch 350: Loss=3.1955, Acc=0.3925
  Batch 400: Loss=3.0460, Acc=0.4167
  Batch 450: Loss=2.5206, Acc=0.4582
  Batch 500: Loss=3.0884, Acc=0.4151
  Batch 550: Loss=2.9615, Acc=0.4190
  Batch 600: Loss=3.2793, Acc=0.3934
  Batch 650: Loss=3.0351, Acc=0.4174
  Batch 700: Loss=2.8567, Acc=0.3802
  Batch 750: Loss=3.1217, Acc=0.3745
  Batch 800: Loss=3.0142, Acc=0.4235
  Batch 850: Loss=2.9305, Acc=0.4123
  Batch 900: Loss=3.1319, Acc=0.3861
  Batch 950: Loss=3.2525, Acc=0.3668
  Batch 1000: Loss=3.5351, Acc=0.3279
  Batch 1050: Loss=2.8939, Acc=0.4090
  Batch 1100: Loss=3.0196, Acc=0.4175
  Batch 1150: Loss=2.9008, Acc=0.4120
  Batch 1200: Loss=3.4290, Acc=0.3827
  Batch 1250: Loss=3.1094, Acc=0.3753
  Batch 1300: Loss=3.4160, Acc=0.3789
  Batch 1350: Loss=2.9925, Acc=0.4000
  Batch 1400: Loss=3.0906, Acc=0.3937

  Train Loss: 3.0955, Train Acc: 0.3963
  Val Loss: 2.9164, Val Acc: 0.4425
  ✓ Saved best model (val_loss=2.9164)

Epoch 17/30
----------------------------------------
  Batch 50: Loss=2.6962, Acc=0.4377
  Batch 100: Loss=3.0443, Acc=0.3725
  Batch 150: Loss=3.4489, Acc=0.3721
  Batch 200: Loss=3.0781, Acc=0.4124
  Batch 250: Loss=2.6016, Acc=0.4329
  Batch 300: Loss=3.4009, Acc=0.3919
  Batch 350: Loss=2.9514, Acc=0.4131
  Batch 400: Loss=3.2149, Acc=0.3537
  Batch 450: Loss=3.4146, Acc=0.3430
  Batch 500: Loss=2.9762, Acc=0.4191
  Batch 550: Loss=3.0189, Acc=0.3913
  Batch 600: Loss=3.2962, Acc=0.4155
  Batch 650: Loss=3.2980, Acc=0.3654
  Batch 700: Loss=2.8846, Acc=0.4422
  Batch 750: Loss=3.5239, Acc=0.3670
  Batch 800: Loss=2.7506, Acc=0.3985
  Batch 850: Loss=3.2644, Acc=0.4217
  Batch 900: Loss=3.1951, Acc=0.4249
  Batch 950: Loss=2.7143, Acc=0.4609
  Batch 1000: Loss=2.9886, Acc=0.4470
  Batch 1050: Loss=2.8079, Acc=0.4475
  Batch 1100: Loss=3.2531, Acc=0.3642
  Batch 1150: Loss=2.6551, Acc=0.4665
  Batch 1200: Loss=2.9843, Acc=0.4468
  Batch 1250: Loss=2.8406, Acc=0.4682
  Batch 1300: Loss=2.7840, Acc=0.4157
  Batch 1350: Loss=3.0171, Acc=0.4104
  Batch 1400: Loss=3.2037, Acc=0.3564

  Train Loss: 3.0185, Train Acc: 0.4099
  Val Loss: 2.8080, Val Acc: 0.4633
  ✓ Saved best model (val_loss=2.8080)

Epoch 18/30
----------------------------------------
  Batch 50: Loss=3.1573, Acc=0.3738
  Batch 100: Loss=3.1182, Acc=0.4226
  Batch 150: Loss=2.9076, Acc=0.4169
  Batch 200: Loss=3.1462, Acc=0.4095
  Batch 250: Loss=3.0698, Acc=0.4139
  Batch 300: Loss=2.8626, Acc=0.4194
  Batch 350: Loss=2.8725, Acc=0.4155
  Batch 400: Loss=2.9524, Acc=0.4094
  Batch 450: Loss=3.3239, Acc=0.4014
  Batch 500: Loss=2.6776, Acc=0.4468
  Batch 550: Loss=3.2958, Acc=0.3731
  Batch 600: Loss=2.4096, Acc=0.4569
  Batch 650: Loss=3.2260, Acc=0.3718
