
Epoch 1/20
----------------------------------------
  Batch 50: Loss=8.5589, Acc=0.0570
  Batch 1900: Loss=0.5740, Acc=0.9403
  Batch 1950: Loss=0.4893, Acc=0.9231
  Batch 2000: Loss=0.4951, Acc=0.9413
  Batch 2050: Loss=0.3340, Acc=0.9554
  Batch 2100: Loss=0.3621, Acc=0.9537
  Batch 2150: Loss=0.4290, Acc=0.9467

  Train Loss: 0.6723, Train Acc: 0.9078
  Val Loss: 0.3906, Val Acc: 0.9524
  ✓ Saved best model (val_loss=0.3906)

Epoch 6/20
----------------------------------------
  Batch 50: Loss=0.3377, Acc=0.9604
  Batch 100: Loss=0.3445, Acc=0.9585
  Batch 150: Loss=0.3965, Acc=0.9559
  Batch 200: Loss=0.2774, Acc=0.9625
  Batch 250: Loss=0.2122, Acc=0.9716
  Batch 300: Loss=0.3578, Acc=0.9554
  Batch 350: Loss=0.4582, Acc=0.9479
  Batch 400: Loss=0.4488, Acc=0.9401
  Batch 450: Loss=0.3324, Acc=0.9638
  Batch 500: Loss=0.2258, Acc=0.9726
  Batch 550: Loss=0.3717, Acc=0.9470
  Batch 600: Loss=0.4099, Acc=0.9519
  Batch 650: Loss=0.4579, Acc=0.9402
  Batch 700: Loss=0.3706, Acc=0.9459
  Batch 750: Loss=0.3624, Acc=0.9565
  Batch 800: Loss=0.2957, Acc=0.9700
  Batch 850: Loss=0.3623, Acc=0.9524
  Batch 900: Loss=0.4147, Acc=0.9462
  Batch 950: Loss=0.3305, Acc=0.9450
  Batch 1000: Loss=0.3476, Acc=0.9541
  Batch 1050: Loss=0.4895, Acc=0.9307
  Batch 1100: Loss=0.2820, Acc=0.9627
  Batch 1150: Loss=0.3172, Acc=0.9548
  Batch 1200: Loss=0.1695, Acc=0.9836
  Batch 1250: Loss=0.2736, Acc=0.9619
  Batch 1300: Loss=0.5086, Acc=0.9357
  Batch 1350: Loss=0.2568, Acc=0.9672
  Batch 1400: Loss=0.3562, Acc=0.9555
  Batch 1450: Loss=0.2156, Acc=0.9771
  Batch 1500: Loss=0.1936, Acc=0.9752
  Batch 1550: Loss=0.1579, Acc=0.9784
  Batch 1600: Loss=0.3966, Acc=0.9497
  Batch 1650: Loss=0.1983, Acc=0.9801
  Batch 1700: Loss=0.3074, Acc=0.9645
  Batch 1750: Loss=0.2537, Acc=0.9758
  Batch 1800: Loss=0.2073, Acc=0.9725
  Batch 1850: Loss=0.2766, Acc=0.9588
  Batch 1900: Loss=0.2340, Acc=0.9717
  Batch 1950: Loss=0.2231, Acc=0.9716
  Batch 2000: Loss=0.2497, Acc=0.9633
  Batch 2050: Loss=0.2554, Acc=0.9708
  Batch 2100: Loss=0.1541, Acc=0.9798
  Batch 2150: Loss=0.1920, Acc=0.9798

  Train Loss: 0.3282, Train Acc: 0.9582
  Val Loss: 0.2394, Val Acc: 0.9735
  ✓ Saved best model (val_loss=0.2394)

Epoch 7/20
----------------------------------------
  Batch 50: Loss=0.3278, Acc=0.9498
  Batch 100: Loss=0.3112, Acc=0.9626
  Batch 150: Loss=0.0911, Acc=0.9925
  Batch 200: Loss=0.1825, Acc=0.9775
  Batch 250: Loss=0.2273, Acc=0.9760
  Batch 300: Loss=0.1431, Acc=0.9845
  Batch 350: Loss=0.2211, Acc=0.9753
  Batch 400: Loss=0.1726, Acc=0.9749
  Batch 450: Loss=0.1927, Acc=0.9795
  Batch 500: Loss=0.2830, Acc=0.9717
  Batch 550: Loss=0.1811, Acc=0.9781
  Batch 600: Loss=0.1836, Acc=0.9740
  Batch 650: Loss=0.1441, Acc=0.9833
